0.333323	0.659003	0.442719	
0.605305	0.766446	0.676411	
0.591835	0.409943	0.484376	
0.764125	0.481612	0.590834	
0.934272	0.804461	0.864521	
0.988997	0.541115	0.699506	
0.967564	0.734495	0.835072	
0.994086	0.559140	0.715715	
0.979571	0.581928	0.730118	
0.951158	0.411184	0.574160	
0.867480	0.317134	0.464467	
0.912174	0.632200	0.746809	
0.983991	0.138291	0.242501	
0.973250	0.412603	0.579521	
0.961915	0.139012	0.242918	
0.923371	0.036023	0.069341	
0.978161	0.231812	0.374801	
0.992167	0.277690	0.433931	
0.995363	0.255729	0.406913	
0.877307	0.327585	0.477043	
0.741723	0.570571	0.644986	
0.430795	0.322617	0.368940	
0.974973	0.275160	0.429192	
0.882250	0.069196	0.128327	
0.924570	0.000822	0.001643	
0.929572	0.640810	0.758642	
0.867733	0.176255	0.292996	
0.943412	0.759670	0.841629	
0.951750	0.092405	0.168455	
0.772259	0.242534	0.369138	
0.918141	0.102709	0.184750	
0.924234	0.189803	0.314931	
0.908066	0.309157	0.461271	
0.960134	0.200799	0.332136	
0.741640	0.015025	0.029453	
0.858380	0.022460	0.043775	
0.900111	0.047474	0.090192	
0.991208	0.003852	0.007674	
0.974395	0.741990	0.842458	
0.988394	0.911461	0.948370	
0.974893	0.699070	0.814257	
0.877404	0.599320	0.712179	
0.988164	0.276911	0.432596	
0.994700	0.681472	0.808820	
0.899512	0.626791	0.738786	
0.902095	0.732084	0.808246	
0.668805	0.479809	0.558758	
0.244667	0.788545	0.373459	
0.905056	0.607744	0.727185	
0.971378	0.016434	0.032321	
0.565081	0.033362	0.063004	
0.987162	0.032311	0.062573	
0.777850	0.448961	0.569320	
